latitude, longitude, ocurrences
41.8739913889,-87.6791241852,79.9477870249
41.874050775,-87.678745025,70.3519248425
41.8739844262,-87.6789542459,85.6105814143
41.8739939545,-87.6787428333,88.6968798888
41.8739890588,-87.6785528431,78.1359999308
41.873992898,-87.678388551,75.4443564449
41.8740502553,-87.6781935745,72.4439774147
41.8740542632,-87.6780167895,71.5700939071
41.8739922632,-87.6781958772,79.7413950357
41.873997093,-87.6780040233,73.2581974198
41.874051,-87.6778262115,74.7748611392
41.8740546957,-87.6776424348,77.076765552
41.8739925333,-87.6778386667,73.6115282329
41.873997234,-87.6776415319,72.7894201274
41.8740536182,-87.6774551455,77.7292389301
41.8740517308,-87.6772752885,79.521041875
41.8739944,-87.6772743333,72.7334268134
41.8740558393,-87.6770953929,80.0771946756
41.8740463333,-87.6768981778,70.5659060237
41.8739956512,-87.6770649302,75.8293182672
41.8739935833,-87.6769029167,80.7819410857
41.8739912394,-87.6767296479,83.3814434282
41.8738974179,-87.6765351791,75.6990639848
41.874154975,-87.6689837,70.1469388239
41.8742322593,-87.6674859074,72.340687041
41.8742292885,-87.66730425,72.4390614993
41.8742335345,-87.6671212931,75.7450151308
41.8742342034,-87.6669434915,81.3916843177
41.874239,-87.6667556812,87.6844549032
41.8742409531,-87.6665595313,87.1414551202
41.8742452034,-87.6663779661,85.2850727573
41.8742425238,-87.6662043175,89.6498016156
41.8742489683,-87.6660166032,89.5182299338
41.8742436102,-87.665833339,84.2044983522
41.8742449811,-87.6656379811,78.7310239309
41.8742440417,-87.6654709792,76.6696555494
41.8742400345,-87.6652728793,78.9007588451
41.8742441628,-87.6650905349,74.4564324287
41.874240193,-87.6649166667,78.1470990676
41.8742400784,-87.6647131176,76.1431299707
41.8742398723,-87.6645408723,73.9648590459
41.87424125,-87.6643513125,71.9259878465
41.8742401042,-87.6641701667,72.7395599414
41.8742393913,-87.6639789783,70.8564624847
41.874238,-87.66360706,70.1459920054
41.8742383103,-87.6632449483,71.4847338018
41.8742373396,-87.6628851698,72.0843247155
41.8742353404,-87.6626867872,73.0133432897
41.8742404,-87.6625115333,73.8418233747
41.8742426981,-87.6623200566,75.2336964504
41.8742421892,-87.6621428919,70.8442562857
41.8742448627,-87.6619640196,74.1616580558
41.8742444681,-87.6617572553,75.2985246833
41.8742403111,-87.6615815333,75.6271942833
41.8742458,-87.66140076,75.476795608
41.874240525,-87.661209325,72.0246612131
41.87431848,-87.6584462,70.2383434859
41.8743316078,-87.6575309804,70.0746816428
41.8742339722,-87.6569493611,70.1893199682
41.8743257619,-87.6566067381,91.4463602322
41.8743191,-87.65641952,109.016692991
41.8743181667,-87.6562239167,102.803010718
41.8742268235,-87.6567671373,107.59008802
41.874235717,-87.6565937736,158.760352244
41.8741515244,-87.6567476098,114.07800283
41.87415978,-87.65661228,119.687185208
41.8742348976,-87.6564238976,174.535243412
41.8742365917,-87.6562287167,166.474633091
41.8741651429,-87.6564065,91.8782100556
41.8741661667,-87.656238625,83.8782100556
41.8743212353,-87.6560442941,95.3980347181
41.8743167576,-87.6558783636,99.6575579866
41.8743225455,-87.6556676591,107.919993383
41.8743141282,-87.6554952564,105.243666946
41.8742373846,-87.6560440684,166.812596762
41.8742385,-87.6558674848,174.117842427
41.8741697778,-87.6560558611,86.6372949941
41.8741762632,-87.6558328421,79.8517938701
41.8742399385,-87.6556705769,169.196661859
41.8742390541,-87.6554985946,162.032520799
41.8741669167,-87.6557161667,72.0948930277
41.874310549,-87.6553152157,112.417400985
41.8743151957,-87.6551176957,111.355653574
41.8743135283,-87.6549429811,112.114040509
41.8743127755,-87.6547489592,114.017719931
41.8742427692,-87.6553072692,165.236231062
41.8742435096,-87.6551197308,155.263842881
41.8742457265,-87.6549448205,156.915289319
41.8742463839,-87.6547521429,155.112038235
41.8743083462,-87.6545824038,118.350009626
41.8743058841,-87.6543884493,125.842820287
41.8743039394,-87.654200697,128.521609663
41.8743057941,-87.6540048382,127.095941547
41.8742494112,-87.654569785,149.053531889
41.8742481895,-87.6543869158,145.124034097
41.87424991,-87.65419981,142.759355332
41.8742529412,-87.6540164235,136.953541123
41.8743058493,-87.6538353014,131.60188516
41.8743014935,-87.6536411688,138.521310755
41.8743074471,-87.6534673765,143.988762199
41.8743050412,-87.6532720928,147.059095714
41.8742508817,-87.6538364409,137.301546962
41.8742496163,-87.6536396279,132.809165425
41.8742546081,-87.6534607703,126.216195306
41.8742538592,-87.6532838169,123.800848201
41.8744058333,-87.6530921333,70.6312720164
41.8744020833,-87.6529039167,72.9242914168
41.8743051176,-87.6530955882,147.219087369
41.8743051132,-87.6529159434,154.487326957
41.874409,-87.6527352222,77.9424404717
41.8744053448,-87.6525353793,81.9563515497
41.8743066852,-87.6527301852,162.040298749
41.8743082155,-87.652535069,167.760841425
41.8742518,-87.6530918857,117.55447795
41.8742534727,-87.6529185818,113.370781864
41.8742555574,-87.6527397541,117.194316005
41.8742515333,-87.6525325167,116.569714877
41.8744080417,-87.6523589167,80.0354398624
41.87440696,-87.65218152,80.7131722703
41.874305982,-87.6523522973,164.287367004
41.8743092672,-87.6521752155,169.228591777
41.8744088214,-87.6519688571,83.4233438413
41.8744102105,-87.651787,78.757308387
41.874311418,-87.6519823361,168.055366983
41.8743137054,-87.6517994821,160.021471756
41.8742508235,-87.652366451,112.689429361
41.8742533016,-87.6521819524,113.663143391
41.8742538947,-87.6519925,100.281511205
41.8742507429,-87.6518041714,87.2337249648
41.8740671781,-87.6567364384,98.3315031204
41.8739836711,-87.6567451316,90.9861405295
41.8739018219,-87.6567396438,88.3265872049
41.8738115469,-87.6567437344,84.3058449953
41.8737316533,-87.6567358267,84.5258992477
41.8736485536,-87.6567394286,79.3293190243
41.8735624545,-87.656742974,84.362995465
41.8734836167,-87.6567347,80.6737347966
41.8733918676,-87.6567406912,83.3878754645
41.873309274,-87.6567357397,85.8845250064
41.8732168462,-87.6567402308,83.4145905584
41.8731389452,-87.656739726,87.1700854301
41.8730565395,-87.6567449737,88.5832985322
41.8729662676,-87.6567561408,90.2520658059
41.8728852771,-87.6567541566,92.5227383046
41.8727949722,-87.6567653056,91.1347842324
41.8744122308,-87.6516148846,84.2935571603
41.87440144,-87.65141492,85.0393288375
41.8743180945,-87.6516200157,160.726777505
41.8743160439,-87.6514224474,154.067174087
41.874405087,-87.6512433043,83.1106392
41.8744055455,-87.6510619394,92.1010762491
41.8743229043,-87.6512525304,155.345953472
41.8743227803,-87.6510695606,163.792792922
41.8742502105,-87.6516043684,78.0942451176
41.8742561818,-87.6514325909,73.1555834706
41.8742543529,-87.651237,70.7487723764
41.8742555333,-87.6510748667,71.6075876503
41.874402037,-87.650876963,92.4835250386
41.874401,-87.6507007429,95.5873546862
41.8743245254,-87.6508760593,160.152744529
41.874330129,-87.6506911371,158.827664996
41.8743963243,-87.6505098108,96.1798656534
41.8743969429,-87.6503251143,97.9674005931
41.8743234505,-87.6505082523,153.063933022
41.8743314,-87.6503211667,152.509286379
41.8743905814,-87.6501360233,99.8679691661
41.8743903478,-87.6499547609,104.525418516
41.8743329802,-87.6501410198,145.57544046
41.8743260769,-87.6499650769,144.005047645
41.8743863571,-87.6497788036,116.637405144
41.8743882121,-87.6495867879,122.478470459
41.8743312762,-87.6497749238,143.897030114
41.8743327045,-87.6495850795,133.998864423
41.8743874265,-87.6493964853,119.850708387
41.8743892424,-87.6492192121,123.230026262
41.8743297273,-87.6494057013,125.821241409
41.8743331647,-87.6492186,124.858377701
41.8743896933,-87.6490324667,127.865726527
41.87439152,-87.6488475467,126.004428249
41.8743294225,-87.6490253944,118.444735475
41.8743367463,-87.6488461791,111.674651587
41.8743930128,-87.6486587692,126.982360191
41.874391875,-87.6484854125,129.469017658
41.8743312459,-87.6486721967,110.198315131
41.8743354167,-87.6484802083,115.701067772
41.8743931216,-87.6482932162,121.267541584
41.8743920877,-87.6481145789,110.678490468
41.8743322222,-87.6482870833,121.873265626
41.8743255051,-87.6481082929,137.407510612
41.8744030208,-87.6479177708,100.353978723
41.8744084074,-87.6477128889,81.4511659974
41.8743203925,-87.647913757,145.395464657
41.87431859,-87.64773904,136.852813875
41.8743106125,-87.6475549125,122.200988407
41.8743118431,-87.6473860588,100.668847396
41.8742527879,-87.6477410303,84.5521336103
41.8742506308,-87.6475569846,107.86823956
41.8742447283,-87.6473608696,117.327664239
41.8741672222,-87.6473589444,70.8886412173
41.8742324912,-87.6472219123,99.9548669714
41.8741548316,-87.6471984947,112.661030968
41.8740691882,-87.6471776941,109.156932413
41.8739848061,-87.6471845204,107.788065764
41.8738989028,-87.6471779167,95.1180111197
41.8738154756,-87.6471826585,97.7337773293
41.873735022,-87.6471784945,104.118141335
41.8736470864,-87.6471768765,100.912726193
41.8735594943,-87.6471792989,102.812945764
41.87348,-87.6471749535,101.441814898
41.8733918514,-87.6471773649,96.9593753422
41.8733090889,-87.6471761444,101.231154903
41.8732240128,-87.6471756795,97.7761584736
41.873140026,-87.6471761429,95.7761584736
41.8730535309,-87.6471656543,97.3116491865
41.8729742105,-87.6471747895,94.8934400472
41.8728880395,-87.6471641447,95.7804264789
41.8727982159,-87.6471599205,101.509206257
41.8726287344,-87.6861633281,72.3650493457
41.8725537414,-87.6861547931,71.0823008632
41.8723789677,-87.6861587742,72.5671733297
41.8722953175,-87.6861554286,75.1087170487
41.8722066935,-87.6861557581,72.477334882
41.8720413387,-87.6861541129,73.3782323918
41.8719607164,-87.6861472537,75.3080290914
41.871869,-87.6861485818,72.5489441529
41.8717850704,-87.6861418732,75.7148401856
41.8717052545,-87.6861347455,70.2865588498
41.8716186613,-87.6861407581,73.0834079255
41.8715364857,-87.6861347857,78.2902290383
41.8714465397,-87.6861299206,74.9682603546
41.8713630328,-87.6861249016,71.9817924024
41.8712759344,-87.6861285082,70.7101430567
41.8711148621,-87.6861142759,70.2092255095
41.8710308281,-87.6861201406,71.2616788502
41.8708644127,-87.686111381,70.931902188
41.8706100952,-87.6861111587,70.0449157562
41.8703499839,-87.6861082581,70.3186991046
41.8715166,-87.67619016,71.9671617416
41.8714561897,-87.676166069,132.386300801
41.8715090909,-87.6759806818,74.8144087631
41.8714551818,-87.6759779182,144.774074564
41.8714604787,-87.6758045106,132.515558171
41.8715149524,-87.6756170952,70.9050052713
41.8715114815,-87.6754127407,75.5256873964
41.8714597321,-87.6756168125,140.812646856
41.8714584956,-87.6754271947,149.563095597
41.8713690488,-87.6761910976,83.7005585267
41.8713732143,-87.6759806429,75.9494102679
41.8690064426,-87.6859452787,76.4990239101
41.8690068,-87.6857672571,95.1190080316
41.8690736154,-87.6843133077,70.0588553486
41.8690015694,-87.6855802917,93.4263376053
41.8690059365,-87.6853948571,88.7514171387
41.8690072381,-87.6852266032,91.1289500127
41.8690037532,-87.6850186753,95.370045383
41.8690055,-87.6848285,91.4925718088
41.8690087059,-87.6846620735,93.277643809
41.8690072879,-87.6844764697,89.90399991
41.8690092,-87.6842807455,84.2354814513
41.8690737857,-87.6840993095,72.1565818967
41.8690715128,-87.6839340513,71.5012965774
41.8690702683,-87.6837387073,72.6745714648
41.8690765,-87.6835494,82.3904971336
41.8690730545,-87.6833695636,88.3288298438
41.8690758966,-87.683181931,84.4618575896
41.8690755745,-87.6829878936,78.0493224261
41.869076,-87.68279892,77.7391809112
41.869010193,-87.6841126667,84.6369174779
41.8690131356,-87.6839101695,84.7043088371
41.8690166923,-87.68374525,83.9509479679
41.8690138437,-87.6835576719,90.5414050544
41.8690153333,-87.6833521373,85.5976171548
41.8690114419,-87.6831771163,76.9465998408
41.8690127111,-87.6830033778,73.8140012186
41.8690182609,-87.6828143696,72.731671841
41.8690799796,-87.6826206531,77.7434489165
41.8690801636,-87.6824456727,80.2497415311
41.8690796,-87.68225518,78.1377549032
41.8690783684,-87.6820832105,81.6950447945
41.8690816719,-87.6818966406,90.2098734197
41.8690825857,-87.6817010571,89.7970894413
41.8690828276,-87.6815211552,84.8034413557
41.8690864366,-87.6813369296,89.1778633802
41.8690917258,-87.6811448226,84.9774442752
41.8690885472,-87.6809714528,78.4108903414
41.8690947077,-87.6807699385,83.1008289483
41.86908875,-87.6805873214,83.6276534354
41.8690898125,-87.6804224219,84.6968798888
41.8690877091,-87.6802321091,80.1624161163
41.8690891429,-87.6800451837,72.3734251125
41.8692489808,-87.6761706154,85.643967396
41.86917088,-87.67654128,72.0376254726
41.8691635439,-87.6763579649,84.6597135683
41.8691784872,-87.6761595769,112.923316084
41.8692445882,-87.6759785588,90.316463401
41.8692411064,-87.6757950851,92.6081770177
41.8692494324,-87.6756134595,85.3803147868
41.8692497143,-87.6754466,78.7332665697
41.8691752708,-87.6759910625,129.45134782
41.8691761222,-87.6758016778,125.653122802
41.8691746533,-87.67561176,113.394197351
41.86917025,-87.67543975,108.699392922
41.8715121765,-87.6752361765,78.0382518036
41.8715204571,-87.6750600571,86.346738533
41.8714601301,-87.6752413659,146.312886464
41.8714615169,-87.6750676854,125.929419184
41.8715145,-87.6748729074,94.8938175633
41.8715210492,-87.6746851311,95.2258083501
41.8714619722,-87.6748779861,106.993110326
41.8714674348,-87.6746838261,87.9319607307
41.8715245,-87.6745081774,96.2565225692
41.8715210845,-87.6743314085,101.624841494
41.8714600435,-87.6745138913,81.3244817166
41.871467225,-87.6743017,79.2952034965
41.8715281324,-87.6741366765,102.746042071
41.8715225775,-87.6739564789,103.836608551
41.8714683514,-87.6741402973,78.0085360105
41.8714632553,-87.6739575532,88.7109296315
41.8715253065,-87.673763629,110.005485218
41.8715248133,-87.6735828267,124.541703963
41.8714592647,-87.6737550147,113.174841102
41.8714610735,-87.6735795735,127.766543915
41.8715286512,-87.6734017674,137.252982596
41.8715287246,-87.6732052899,119.767999979
41.8714535217,-87.6734022609,128.525789097
41.8714533143,-87.6732035429,92.85800712
41.87153425,-87.6730308088,106.970962145
41.8715301818,-87.6728366364,104.189480212
41.8714548542,-87.6730444583,80.1202237301
41.8714577027,-87.6728387297,75.2096330541
41.871535339,-87.6726602203,98.4254493296
41.8715337826,-87.6724763913,105.052264583
41.8714676765,-87.6726678529,70.5040784901
41.8714634872,-87.6724879744,72.7198146438
41.8716142187,-87.6722943125,75.4726662674
41.8716081579,-87.6721012105,79.787125881
41.8716083947,-87.6719119737,80.1743018279
41.8716141622,-87.6717304054,83.5468386646
41.8715388841,-87.6722929275,108.982360191
41.8715360972,-87.6720955,109.163144148
41.8714626875,-87.672280625,71.3742918092
41.8715324839,-87.6719275968,109.01474926
41.8715323452,-87.6717421667,124.441275624
41.8714641053,-87.6717372895,76.3454427127
41.871609,-87.671549775,92.4494911468
41.8716136304,-87.671369087,90.9928399317
41.8716144103,-87.6711798974,88.8969284129
41.8716101,-87.67099704,92.2499302892
41.8715356304,-87.6715459783,131.523306093
41.87153432,-87.6713718,124.237994484
41.8714616452,-87.6715430323,77.4698042327
41.8714600333,-87.6713891,73.3175404348
41.8715323765,-87.6711866471,123.432360583
41.8715394595,-87.6709975676,117.558856106
41.8716112667,-87.6708144667,93.3682688315
41.8716115263,-87.6706293684,99.2261072584
41.8716094727,-87.6704363636,101.844984318
41.8716174182,-87.6702626727,103.257090358
41.8715353514,-87.6708147568,115.63051547
41.8715397361,-87.6706389722,117.488951714
41.8715372963,-87.6704463827,121.164251211
41.8715348873,-87.6702628592,123.326346839
41.8716124783,-87.6700745362,113.479308641
41.8716128939,-87.6698825758,117.818269224
41.8716161139,-87.6697017722,125.70644284
41.8716106322,-87.6695113678,133.89686987
41.8715409888,-87.670077427,131.715787004
41.8715422667,-87.6698846,124.732778903
41.8715401212,-87.6697185303,117.332369817
41.8715454348,-87.6695273913,118.321699804
41.87169772,-87.6691436,74.1246304
41.8716141566,-87.6693347831,135.674003677
41.8716119231,-87.6691614066,136.434494586
41.8716213824,-87.6690036765,82.9991618177
41.871541697,-87.6693429545,128.203989107
41.8715370392,-87.6691445588,142.750819322
41.8714496154,-87.6691355538,109.144914972
41.871538,-87.6690065862,88.9991117242
41.8714500182,-87.6690114,91.4542383692
41.87136774,-87.66911132,86.7102817213
41.871282566,-87.6691239623,83.7049867756
41.87136654,-87.66900404,88.1401577858
41.8712731429,-87.6690143061,87.2068211129
41.8711909825,-87.6691211579,83.7638421242
41.8711128298,-87.6691175106,76.1627150246
41.8711954615,-87.6690061923,89.046430363
41.8711186667,-87.669003037,89.8742625378
41.8710231538,-87.669122359,73.743398823
41.8709448367,-87.6691065714,75.6771646196
41.8710191061,-87.6690119545,97.0037503104
41.8709421538,-87.6690057231,96.7296179603
41.8707788974,-87.6691195385,70.3776430244
41.8708647115,-87.669,92.4033011494
41.8707744444,-87.669007,107.145773219
41.8706939167,-87.6691186667,71.3647588867
41.870691475,-87.669002425,110.555017224
41.870599303,-87.6690004091,100.671869674
41.8705217,-87.6689987857,101.376018267
41.8704388049,-87.6689878293,108.52830213
41.8703507564,-87.669002141,109.296929955
41.8702642267,-87.6689951867,106.800629415
41.8701803976,-87.6689893855,109.955077309
41.8700984146,-87.668996561,109.650609769
41.8692457419,-87.6752414194,78.0455420873
41.8692500323,-87.6750781935,75.9097024002
41.8692466053,-87.6748705,76.241693187
41.8692425667,-87.6746762333,73.9906558356
41.8691715256,-87.675242859,105.953970246
41.8691701364,-87.6750532576,99.3496020818
41.8691699538,-87.6748843692,97.1053958619
41.869173,-87.674684507,95.9992134252
41.8692467586,-87.674335,70.076226278
41.86925475,-87.6741165625,73.0812223153
41.869249931,-87.6739521724,73.4255579658
41.8691706271,-87.6744981186,90.5146398671
41.8691753284,-87.6743268507,92.0722787602
41.8691807794,-87.6741276471,90.8608907337
41.869175,-87.6739614583,81.7954731335
41.8693451613,-87.6736050323,80.2851313001
41.8692524038,-87.6737627115,99.7155766669
41.8692478621,-87.673574092,127.326098024
41.869335697,-87.6734074242,83.415914893
41.8693308049,-87.6732032927,83.8840943686
41.8692535385,-87.6733983462,128.023714395
41.8692499839,-87.6732107097,118.107369621
41.8691828644,-87.6737725593,90.8297473909
41.8691786296,-87.6735763148,103.356222876
41.8691796406,-87.6734054688,109.554128948
41.8691779524,-87.6732217302,104.803331205
41.8693283429,-87.6730104571,79.712604482
41.8693409167,-87.6728581944,76.2641402756
41.8692558689,-87.6730229836,109.76940595
41.8692525862,-87.6728302069,103.44927236
41.8693319231,-87.672650359,73.8345831845
41.8693305625,-87.6724825,75.2448841584
41.869260434,-87.6726603019,101.867431406
41.8692482414,-87.6724762414,102.046051333
41.8691796111,-87.6730270556,93.7676509774
41.8691773469,-87.6728573061,89.8082771493
41.8691804386,-87.6726731228,92.3402278889
41.8691805306,-87.6724645714,86.6196852132
41.8693283913,-87.6722987609,79.3936280482
41.8693283889,-87.6721002778,75.5985639733
41.8692511887,-87.6722882075,98.936956768
41.8692556182,-87.6720946364,97.7073896582
41.8693394118,-87.6719417059,74.6302751044
41.8693337826,-87.6717492391,85.0495913061
41.8692419074,-87.6719157963,99.9462208106
41.8692531642,-87.6717330746,114.220463311
41.8691772683,-87.6722907317,79.6895094833
41.8691802708,-87.672112375,80.9312827921
41.8691808537,-87.6719113415,77.0146391101
41.8691823939,-87.6717328788,79.4516251494
41.8693358043,-87.6715421957,99.3008774724
41.8693369111,-87.6713550444,114.168876667
41.8692493011,-87.6715483548,147.636648598
41.8692536515,-87.6713649015,187.594776699
41.8693256,-87.67119032,126.319973346
41.8693334783,-87.6709981522,123.159851476
41.8692529216,-87.6711845882,210.73893361
41.8692524113,-87.6709999362,202.964152593
41.869187102,-87.6715410204,98.7668127951
41.8691765745,-87.6713652979,118.087923232
41.8691893393,-87.6711817321,125.98562977
41.869191449,-87.6710027143,124.52998543
41.8693310278,-87.6708081944,108.992978596
41.8693264865,-87.6706494324,100.791961675
41.8692518031,-87.6708097165,187.991894627
41.8692475044,-87.6706235575,177.087675931
41.869331475,-87.6704592,100.770272646
41.8693244,-87.6702542857,100.084303136
41.869251265,-87.670442906,177.033896741
41.8692509174,-87.6702584215,179.636050781
41.8691903971,-87.6708175882,127.27310541
41.8691867119,-87.6706287797,121.764329791
41.869187381,-87.6704426984,121.50305155
41.8691886102,-87.6702652542,119.695532461
41.8693344324,-87.670081027,100.819783831
41.8693346757,-87.6698905135,103.828698871
41.8692478512,-87.670079562,179.93338828
41.8692474488,-87.669891748,181.60331271
41.8693298372,-87.6697051395,105.496110268
41.8693303488,-87.6695362558,112.824809896
41.8692498033,-87.6697089754,185.31556819
41.8692494362,-87.6695210805,202.854081181
41.8691845849,-87.6700706604,114.90154542
41.86918698,-87.66988896,110.263033213
41.8691917619,-87.669714381,104.318567375
41.869187303,-87.6695256061,101.735240329
41.8700156216,-87.6689903108,107.514719989
41.8699295638,-87.6689895745,114.584754596
41.8698444737,-87.6689860526,112.143589123
41.8697562841,-87.6689889659,116.052803857
41.8696754565,-87.6689875435,117.981842496
41.8695910633,-87.6689813797,118.586409382
41.86950876,-87.66910276,70.2944253711
41.8694138,-87.6691101429,84.1172014517
41.8695067315,-87.6689848704,131.019736848
41.8694249032,-87.6689808495,141.471989843
41.8693221957,-87.6693346304,125.820810771
41.8693306522,-87.6691423261,162.144354118
41.8692541341,-87.6693337988,218.520495666
41.8692559882,-87.6691493882,235.74503671
41.8693374031,-87.6689845504,201.2972189
41.8693282273,-87.6687902273,107.858354608
41.869254924,-87.6689898655,248.064881354
41.8692481212,-87.6687969394,153.419424838
41.8691887037,-87.6693468148,103.970102384
41.8691791842,-87.6691225789,136.641761721
41.8691716917,-87.668978985,200.141236334
41.8691793171,-87.6687754146,127.587134386
41.8690895294,-87.6689793613,154.621571915
41.869084,-87.6687898,82.667548547
41.8692478594,-87.6686004219,94.0615286252
41.869245875,-87.6684138214,86.3367179441
41.8692502787,-87.6682339016,87.6009383416
41.8692467869,-87.6680516066,86.5595841377
41.8690028797,-87.6689742481,148.75902791
41.8689163784,-87.6689754775,139.308598394
41.8688334615,-87.6689713248,135.605985986
41.8687490439,-87.6689703158,135.787068852
41.8692519846,-87.6678669846,89.9500011494
41.8692503175,-87.667671746,91.5110998939
41.8692511406,-87.6674899688,90.2997118674
41.8692555231,-87.6672992769,88.8048974198
41.869256,-87.6671266316,84.9456530223
41.8692545741,-87.6669450741,84.4700445983
41.8692570862,-87.6667541552,87.0975077616
41.8692570167,-87.6665753,89.8005492926
41.8692532344,-87.6663710781,91.2234054675
41.8692585849,-87.6662038113,84.0757386116
41.8692564727,-87.6660159818,80.1599030834
41.8692640357,-87.6658104821,77.3681301669
41.8692611087,-87.6656473043,72.632948381
41.8692614211,-87.6654648772,76.0529926147
41.8692667755,-87.665285551,74.2511475017
41.8692661154,-87.6651018462,73.0426215099
41.8692664898,-87.6649130204,73.6336764131
41.8692717407,-87.6647247778,75.616604392
41.869329102,-87.6643628163,72.281073632
41.8693253462,-87.6641735962,77.3206728635
41.86933232,-87.66398848,81.9944361744
41.8693334366,-87.6638077183,90.048425701
41.8693330968,-87.6636075645,85.4911658382
41.8686637672,-87.668972069,135.893680413
41.868579036,-87.6689648378,133.885443311
41.8684953559,-87.668964661,135.601717981
41.8684093393,-87.6689591875,132.326099539
41.8683229709,-87.668958534,127.623356916
41.868240069,-87.6689567759,129.608848021
41.8681602178,-87.6689581188,126.887876222
41.8680709732,-87.6689540982,129.176727804
41.8679885273,-87.6689472091,129.28901334
41.8679047944,-87.6689530561,129.53462553
41.8678171379,-87.6689489569,133.053044222
41.867734,-87.6689467404,126.552425583
41.8676493271,-87.6689476542,128.802006871
41.8675687739,-87.6689400609,132.684047359
41.8674828411,-87.6689454579,127.760652667
41.8673972376,-87.6689394752,129.071821122
41.8673970625,-87.668835375,71.8185365897
41.8673122823,-87.6689409194,138.633130204
41.8673076667,-87.6688571111,71.8673497703
41.8672254324,-87.6689409279,136.302196386
41.8672230909,-87.6688313636,72.7407741258
41.8671436121,-87.6689389914,134.299384445
41.8671552667,-87.6688424,73.3575973043
41.8670591176,-87.6689448824,116.921771449
41.8670586667,-87.668846,82.4032795703
41.8669857097,-87.668930129,101.498654843
41.8669635667,-87.6687996667,130.679049807
41.8669008511,-87.6689323617,75.2061732027
41.8669007091,-87.6687829273,112.253500291
41.86679982,-87.6687878,78.0846236239
41.8669585,-87.6686037558,120.912616042
41.8669605286,-87.6684060286,107.054777616
41.8669062037,-87.6686031111,119.523284514
41.8669051176,-87.668411902,113.675139253
41.8669536571,-87.6682325143,101.567093208
41.8669574,-87.6680517333,95.4932197189
41.8669065263,-87.6682336491,116.995003963
41.8669057833,-87.6680472,119.626735131
41.8668007091,-87.6685939091,89.8839056106
41.8667986875,-87.6684181875,89.2710014355
41.8668011833,-87.6682202333,94.2557645088
41.8667992453,-87.6680304151,95.5458918461
41.8669585741,-87.6678529259,87.9231258118
41.8669533659,-87.6676963659,84.9215896259
41.8669063433,-87.6678621791,122.414699195
41.8669060822,-87.6676728767,126.061069473
41.8669572542,-87.6674964237,88.2700245886
41.8669542439,-87.6672907317,83.8296171756
41.8669042769,-87.6674922769,125.148723825
41.8669043553,-87.6673126579,129.570902061
41.8668,-87.6678645,98.884932551
41.8668003065,-87.6676698871,101.45575449
41.8667984231,-87.66749625,98.7868570011
41.8668053636,-87.6673182121,107.066823571
41.866952551,-87.6671425102,85.9883030465
41.86695725,-87.66693375,85.5433788133
41.8669007297,-87.667111473,133.203311168
41.8669069726,-87.6669370685,132.873534506
41.8669534651,-87.6667713256,86.8388812181
41.8669539492,-87.6665719153,92.4329283713
41.8669008571,-87.6667596623,129.550209945
