latitude, longitude, ocurrences
41.873927,-87.680021,1
41.873857,-87.680709,1
41.873866,-87.6802395,2
41.874013,-87.67993,1
41.8740066667,-87.679742,3
41.874007,-87.6795595,2
41.8739686,-87.6799312,5
41.8739748333,-87.679829,6
41.873928,-87.679858,1
41.87396175,-87.679698,4
41.8739651667,-87.6796035,6
41.873874,-87.679705,1
41.8740093333,-87.679459,3
41.8739975,-87.6792855,2
41.8740156667,-87.6791996667,3
41.87396575,-87.67952925,4
41.87396475,-87.679388,4
41.873878,-87.679338,1
41.8739701429,-87.6792828571,7
41.873963,-87.679177,3
41.874009,-87.6790645,2
41.87401275,-87.678957,4
41.874019,-87.6787946667,3
41.8739744,-87.679044,5
41.8739736,-87.6789528,5
41.873882,-87.67898,1
41.8739693333,-87.678828,3
41.8739774,-87.678741,5
41.87400875,-87.678672,4
41.87401825,-87.6785125,4
41.8740184,-87.678396,5
41.874016,-87.6782616667,3
41.873974,-87.678605,2
41.8739832,-87.6785106,5
41.873884,-87.678639,1
41.8739693333,-87.678414,3
41.873961,-87.678304,1
41.873886,-87.678322,1
41.8740042,-87.6781946,5
41.87402975,-87.6780865,4
41.8740076,-87.6779868,5
41.87401525,-87.67788675,4
41.8739793333,-87.678211,3
41.873971,-87.678082,3
41.873888,-87.678033,1
41.8739723333,-87.6779116667,3
41.8740295,-87.6777695,6
41.8740172,-87.6776596,5
41.8740255,-87.677551,2
41.874025,-87.677451,7
41.8739713333,-87.6777573333,3
41.873977,-87.677693,1
41.873893,-87.677767,1
41.873976,-87.677532,3
41.8739815,-87.677448,2
41.873898,-87.677507,1
41.8788515,-87.666727,2
41.878885,-87.6664555,2
41.878888,-87.6661595,2
41.8786635,-87.6667915,2
41.8788936667,-87.6658273333,3
41.878898,-87.665402,3
41.8789196667,-87.6649796667,3
41.878928,-87.664568,2
41.8789345,-87.6642965,2
41.8789425,-87.664036,2
41.8789456667,-87.6637196667,3
41.8784465,-87.666782,2
41.8781603333,-87.6667693333,3
41.8778683333,-87.66677,3
41.8775975,-87.6667675,2
41.8773935,-87.66677,2
41.877177,-87.6667685,2
41.8768886667,-87.666768,3
41.874021,-87.6773018333,6
41.874027,-87.677192,3
41.8740208,-87.6771232,5
41.8740156,-87.6769986,5
41.873971,-87.677362,1
41.87397425,-87.67720025,4
41.873906,-87.677247,1
41.873974,-87.677061,2
41.8740173333,-87.6768973333,6
41.8740113333,-87.6767466667,3
41.8740013333,-87.6766396667,3
41.8739696,-87.6768862,5
41.873974,-87.676788,4
41.87389,-87.676939,1
41.87397425,-87.676673,4
41.87396,-87.676593,5
41.873872,-87.676675,1
41.8738946667,-87.6765508333,6
41.8738515,-87.6765195,2
41.8737675,-87.6765355,2
41.8737025,-87.6765235,2
41.873887,-87.676419,1
41.873865,-87.676476,1
41.8737815,-87.676466,6
41.8737085714,-87.6764845714,7
41.8736713333,-87.6764806667,3
41.8734466667,-87.6765263333,3
41.873568,-87.676484,1
41.873545,-87.676468,7
41.873563,-87.676396,1
41.8734695,-87.6764611667,6
41.873438,-87.676483,3
41.8733508333,-87.6764593333,6
41.873363,-87.676387,1
41.873297,-87.6764645,4
41.8732467143,-87.6764575714,7
41.87316275,-87.67645,4
41.8730175,-87.6765275,2
41.8731191667,-87.6764515,6
41.873121,-87.67637,1
41.87305,-87.6764546667,9
41.872988,-87.676427,1
41.8729356,-87.6764338,5
41.872909,-87.676369,1
41.8728651429,-87.6764527143,7
41.8728313333,-87.6764426667,3
41.8727468,-87.6764362,5
41.8726743333,-87.6764356667,6
41.8741523333,-87.6709106667,3
41.8739605,-87.671481,2
41.873412,-87.6714866667,3
41.87293,-87.6714925,2
41.8763183333,-87.6667303333,3
41.8757495,-87.666702,2
41.875303,-87.666688,2
41.874878,-87.6666835,2
41.8741806667,-87.6699433333,3
41.87428,-87.669305,1
41.874183,-87.669416,1
41.874141,-87.6692366667,3
41.874337,-87.669051,1
41.874248,-87.6690845,2
41.8742655,-87.668976,2
41.8742466667,-87.6688153333,3
41.874196,-87.6690581667,6
41.8742063333,-87.668961,3
41.8741325,-87.669084,2
41.874126,-87.668988,1
41.874214,-87.668858,2
41.8742075,-87.66877825,4
41.874135,-87.668818,1
41.8741485,-87.668781,2
41.874074,-87.6691854,5
41.8739575,-87.6693235,2
41.8739516667,-87.6691973333,3
41.873894,-87.669309,2
41.87390125,-87.669173,4
41.874073,-87.669084,2
41.8740615,-87.6689685,2
41.8740035,-87.6691,4
41.874078,-87.6688675,2
41.874077,-87.668773,2
41.874045,-87.668855,1
41.8740135,-87.668759,2
41.873972,-87.669068,1
41.8739855,-87.6689795,2
41.873925,-87.6690765,2
41.873916,-87.668865,1
41.873798,-87.669362,1
41.8738283333,-87.6691806667,3
41.873717,-87.669524,1
41.8737226667,-87.6691806667,3
41.873687,-87.669328,1
41.873678,-87.669148,1
41.873825,-87.669066,3
41.873838,-87.6689745,2
41.873752,-87.669126,2
41.873791,-87.6689845,2
41.873803,-87.66875,1
41.87373675,-87.669093,4
41.873737,-87.668974,1
41.873674,-87.6691115,2
41.873633,-87.669015,1
41.873633,-87.668807,1
41.8743825,-87.6684495,2
41.8744015,-87.6680165,2
41.8743023333,-87.668628,3
41.87432,-87.668429,1
41.874341,-87.668291,1
41.874236,-87.668412,1
41.874243,-87.668289,1
41.874207,-87.6686676667,3
41.874215,-87.66854825,4
41.874152,-87.6685455,2
41.874205,-87.6684605,2
41.8742046,-87.6683396,5
41.874168,-87.668436,1
41.8741365,-87.66829,2
41.8742706667,-87.6681886667,3
41.874251,-87.6679576667,3
41.8742126667,-87.6682046667,3
41.8741968,-87.6680936,5
41.8742105,-87.6679935,2
41.8742168,-87.6678818,5
41.8741495,-87.6680025,2
41.8744305,-87.6676945,2
41.8743725,-87.6671645,2
41.874298,-87.667803,1
41.874351,-87.667626,1
41.874248,-87.667765,1
41.874276,-87.6676665,2
41.8742395,-87.6675665,2
41.874256,-87.6674623333,3
41.8741916667,-87.667818,3
41.874205,-87.667685,5
41.8742185,-87.6675538333,6
41.874217,-87.6674356667,3
41.8742553333,-87.6673153333,3
41.8742463333,-87.6672233333,3
41.874268,-87.667033,3
41.8742095,-87.66732975,4
41.8742168,-87.6672486,5
41.874223,-87.667177,1
41.8742214286,-87.667044,7
41.87415,-87.6671,2
41.87417,-87.667047,1
41.874074,-87.6686,1
41.874076,-87.6685615,4
41.874025,-87.668488,1
41.874064,-87.668338,1
41.874008,-87.668407,1
41.8740335,-87.668332,2
41.874076,-87.66819,2
41.8740265,-87.668126,2
41.874068,-87.668034,1
41.8740786667,-87.6679156667,3
41.873909,-87.668206,1
41.873976,-87.667939,2
41.873802,-87.668543,2
41.873848,-87.668481,1
41.873651,-87.668577,1
41.8740566667,-87.6677096667,3
41.8740925,-87.667584,2
41.874073,-87.667418,1
41.874013,-87.667498,1
41.873971,-87.667694,1
41.873991,-87.667442,1
41.8741095,-87.6673455,2
41.874039,-87.667298,1
41.874001,-87.667194,1
41.8740586667,-87.6671086667,3
41.873635,-87.667195,1
41.873377,-87.669599,2
41.873572,-87.669387,1
41.8735583333,-87.6691666667,3
41.8734366667,-87.669233,3
41.8735963333,-87.6691073333,3
41.873618,-87.668968,1
41.873532,-87.6690833333,6
41.873587,-87.668911,1
41.87348,-87.669093,1
41.873472,-87.668974,2
41.873441,-87.669067,1
41.873434,-87.668815,1
41.873375,-87.669372,1
41.873314,-87.669158,2
41.873259,-87.669322,1
41.8732525,-87.6691775,2
41.873173,-87.66932,1
41.873161,-87.66914,1
41.8733493333,-87.6690898333,6
41.873363,-87.668945,1
41.8733133333,-87.669067,3
41.873295,-87.668955,1
41.87338,-87.668881,1
41.873224,-87.6690645,2
41.873167,-87.6690953333,3
41.873196,-87.6689795,2
41.873197,-87.668886,2
41.873069,-87.669415,1
41.8730673333,-87.669233,3
41.8729786667,-87.6691806667,3
41.873105,-87.669097,4
41.873093,-87.669026,1
41.87305875,-87.66906725,4
41.873033,-87.668954,1
41.8729963333,-87.669069,3
41.872986,-87.668932,1
41.87291625,-87.66909,4
41.872881,-87.669304,1
41.8728735,-87.6691895,2
41.872837,-87.669178,1
41.872733,-87.669206,1
41.8728623333,-87.6690653333,3
41.872853,-87.6690205,2
41.8728115,-87.669083,4
41.8728126667,-87.6689836667,3
41.872897,-87.668903,1
41.872737,-87.6691045,2
41.8727343333,-87.6690023333,3
41.872687,-87.669065,2
41.872672,-87.668987,2
41.872714,-87.668921,1
41.873507,-87.668481,2
41.873457,-87.6682,1
41.873235,-87.668485,1
41.8734795,-87.6677075,2
41.8728715,-87.6684495,2
41.8744745,-87.6666875,2
41.8742473333,-87.6669183333,3
41.874261,-87.666786,3
41.874333,-87.66674,1
41.87425975,-87.666696,4
41.8742445,-87.6665645,2
41.874222,-87.6669223333,3
41.874221,-87.6667993333,3
41.874141,-87.666966,1
41.87416,-87.666776,1
41.874212,-87.6667106667,3
41.874231,-87.666618,2
41.874145,-87.666641,1
41.874298,-87.666475,1
41.8742605,-87.66647775,4
41.8742573333,-87.6663413333,3
41.874304,-87.666177,1
41.87424425,-87.66628425,4
41.87426425,-87.66617175,4
41.87420725,-87.66647725,4
41.874219,-87.666351,1
41.8741443333,-87.6665053333,3
41.87422,-87.6662505,2
41.874209,-87.6661915,2
41.8741596667,-87.6662866667,3
41.8741475,-87.66615,2
41.87426175,-87.66603925,4
41.8742614286,-87.665937,7
41.874305,-87.665823,2
41.87426,-87.6657048,5
41.8742145,-87.6660255,2
41.87420275,-87.66595175,4
41.874153,-87.666063,1
41.874118,-87.665983,1
41.874214,-87.6657162,5
41.87414275,-87.665807,4
41.874318,-87.665603,1
41.874301,-87.665488,1
41.8742726,-87.665606,5
41.874247,-87.665505,1
41.874309,-87.665413,1
41.874324,-87.665269,1
41.87426375,-87.6653835,4
41.8742765,-87.66528975,4
41.874188,-87.665622,1
41.874214,-87.665493,1
41.8741475,-87.66549525,4
41.8742136667,-87.6654236667,3
41.8742123333,-87.6652793333,3
41.8740863333,-87.666832,3
41.8740966667,-87.6666263333,3
41.8739115,-87.6665965,2
41.874069,-87.6664706667,3
41.874089,-87.666205,2
41.873879,-87.66625,1
41.8737316667,-87.6666676667,3
41.873763,-87.666506,3
41.87408,-87.665953,1
41.874085,-87.665677,2
41.873963,-87.665816,1
41.874053,-87.6653826667,3
41.874302,-87.665172,1
41.874323,-87.6650645,2
41.8742425,-87.6651955,2
41.8742672,-87.6650664,5
41.874299,-87.664857,1
41.8742676667,-87.6649433333,3
41.8742575,-87.6648545,2
41.874186,-87.665168,1
41.87422,-87.665051,1
41.8741465,-87.665171,4
41.87421,-87.6649583333,3
41.874207,-87.6648675,2
41.87414225,-87.66484225,4
41.874325,-87.664761,2
41.874265,-87.6647416667,3
41.874258,-87.664677,2
41.874315,-87.664483,1
41.874336,-87.664406,1
41.87427875,-87.66452,4
41.8742545,-87.6643735,2
41.8742136667,-87.6647296667,3
41.874234,-87.664602,1
41.874213,-87.6645126,5
41.874207,-87.664391,1
41.8741363333,-87.6645533333,3
41.874149,-87.664466,2
41.874309,-87.664203,1
41.874249,-87.6643425,2
41.8742716667,-87.6642096667,3
41.874341,-87.664031,1
41.874272,-87.664138,1
41.8742466,-87.6639972,5
41.874229,-87.664277,1
41.87420475,-87.6642075,4
41.87417,-87.664279,1
41.874209,-87.664098,2
41.874203,-87.6639633333,3
41.874142,-87.6641115,2
41.874301,-87.663916,1
41.8742695,-87.6638725,2
41.874265,-87.66373,1
41.874339,-87.663668,1
41.87425725,-87.6636485,4
41.874265,-87.6635455,2
41.8741973333,-87.663898,3
41.8741985,-87.663756,2
41.874134,-87.6637515,2
41.8742111667,-87.6636736667,6
41.874223,-87.663601,1
41.874054,-87.6650326667,3
41.8740695,-87.6647415,2
41.8740305,-87.6645285,2
41.874094,-87.664291,2
41.874027,-87.6641835,2
41.8740953333,-87.664014,3
41.8740516667,-87.6638193333,3
41.8740485,-87.6636075,2
41.873512,-87.666625,1
41.873472,-87.6665155,2
41.873262,-87.666616,1
41.8732585,-87.66647,2
41.872994,-87.666612,1
41.8730265,-87.66645,2
41.872716,-87.666624,1
41.8728425,-87.6664485,2
41.873193,-87.663826,2
41.8729595,-87.664208,2
41.88315,-87.642839,1
41.8817395,-87.6441285,2
41.8818155,-87.643673,2
41.881481,-87.64417,1
41.8817716667,-87.643045,3
41.8811075,-87.6441365,2
41.8806605,-87.6441135,2
41.8831606667,-87.6422693333,3
41.883182,-87.641579,2
41.882987,-87.6415185,2
41.8826006667,-87.6414643333,3
41.882257,-87.64108,1
41.881778,-87.642507,1
41.881704,-87.640978,2
41.882008,-87.64082,2
41.8812725,-87.6409755,2
41.8806906667,-87.6408633333,3
41.8789785,-87.6630255,2
41.8789965,-87.6625,2
41.878993,-87.6620185,2
41.8789575,-87.6633655,2
41.87896,-87.662823,2
41.878973,-87.662343,1
41.8789985,-87.6617215,2
41.879001,-87.661441,2
41.8790015,-87.661169,2
41.879006,-87.6608565,2
41.879015,-87.6605355,2
41.8790233333,-87.6601966667,3
41.879021,-87.6597456667,3
41.879026,-87.6593735,2
41.879028,-87.6591265,2
41.879034,-87.6588395,2
41.879036,-87.6584693333,3
41.8790466667,-87.6580953333,3
41.879047,-87.657756,2
41.87905,-87.657509,2
41.879054,-87.657186,2
41.8790605,-87.656896,2
41.8790625,-87.656652,2
41.879069,-87.656381,2
41.8790725,-87.65606,2
41.879079,-87.655762,2
41.8790833333,-87.6554336667,3
41.8790966667,-87.655012,3
41.879099,-87.654583,2
41.8790933333,-87.6541753333,3
41.8790985,-87.6537965,2
41.8791075,-87.6534775,2
41.879115,-87.653194,2
41.8791186667,-87.652833,3
41.8791315,-87.652425,2
41.8791473333,-87.652047,3
41.8791465,-87.6517195,2
41.8791495,-87.651462,2
41.8791615,-87.6511955,2
41.8791715,-87.650928,2
41.879172,-87.650629,2
41.8791685,-87.650383,2
41.8791735,-87.650063,2
41.8791845,-87.6497615,2
41.874361,-87.662797,1
41.874343,-87.66333,1
41.8742536,-87.6633342,5
41.8742716667,-87.663173,3
41.874196,-87.6634206,5
41.8742216667,-87.663358,3
41.874145,-87.663458,2
41.874132,-87.663334,1
41.8742225,-87.6632265,2
41.874195,-87.663103,3
41.874172,-87.663215,1
41.874141,-87.663102,2
41.874355,-87.66304,1
41.874244,-87.6630083333,3
41.8742496667,-87.662933,3
41.874285,-87.6628335,2
41.87425075,-87.66268925,4
41.87421775,-87.66300925,4
41.874197,-87.662851,1
41.874153,-87.6629145,2
41.8741965,-87.662809,2
41.8742108,-87.6626904,5
41.874116,-87.662813,1
41.874374,-87.6623985,2
41.874384,-87.662019,1
41.874297,-87.662577,1
41.874263,-87.6626095,2
41.874282,-87.662491,1
41.874301,-87.662319,1
41.874258,-87.6623686,5
41.874275,-87.662258,1
41.874199,-87.662571,3
41.8741965,-87.662494,2
41.8741315,-87.662596,2
41.874119,-87.662496,1
41.8742106,-87.6623424,5
41.874206,-87.66225775,4
41.874136,-87.6622126667,3
41.874304,-87.662072,1
41.8742592,-87.6621294,5
41.8742613333,-87.662038,3
41.874278,-87.661939,1
41.8742651429,-87.6618012857,7
41.874218,-87.662039,3
41.87419925,-87.66195575,4
41.874154,-87.661883,1
41.8741355,-87.6618465,2
41.874097,-87.6634445,2
41.874019,-87.663426,1
41.874023,-87.663307,1
41.874056,-87.663186,3
41.874111,-87.663014,1
41.874074,-87.6629355,2
41.874029,-87.663008,1
41.8740396667,-87.6627226667,3
41.8740616667,-87.662526,3
41.874056,-87.6623466667,3
41.874074,-87.6621056667,3
41.874078,-87.661901,1
41.8740825,-87.661783,2
41.874037,-87.661936,1
41.874362,-87.6615325,2
41.874306,-87.661733,1
41.874267,-87.6616936667,3
41.874257,-87.661604,1
41.874297,-87.661515,1
41.874313,-87.661436,1
41.8742693333,-87.6615035,6
41.8742603333,-87.6613776667,3
41.874206,-87.6617166667,3
41.8742023333,-87.6616056667,3
41.874159,-87.661564,1
41.874202,-87.661453,1
41.8741905,-87.661378,2
41.8741313333,-87.661492,3
41.874297,-87.661233,1
41.874311,-87.6611915,2
41.87426525,-87.66125275,4
41.874278,-87.6612075,2
41.874297,-87.661093,1
41.874308,-87.6609496667,3
41.874259,-87.661054,1
41.8742653333,-87.6609366667,3
41.874204,-87.661322,1
41.8742065,-87.661202,2
41.8741465,-87.661244,2
41.874122,-87.661199,1
41.87422,-87.6610635,2
41.874201,-87.660964,2
41.874158,-87.661054,1
41.874135,-87.660948,1
41.874363,-87.660821,1
41.874361,-87.660255,2
41.874306,-87.660867,2
41.874307,-87.660741,1
41.8742795,-87.6608805,2
41.8742646667,-87.660715,3
41.874316,-87.660655,2
41.8743165,-87.660559,2
41.8742735,-87.66062425,4
41.8742145,-87.6608125,2
41.874191,-87.66068,1
41.8741695,-87.660849,2
41.874129,-87.660726,1
41.874209,-87.660641,1
41.8741955,-87.6605295,2
41.874154,-87.6606285,2
41.874169,-87.660492,1
41.8743046667,-87.660409,3
41.874331,-87.66033,1
41.8742653333,-87.6603946667,3
41.874282,-87.6603103333,3
41.8743255,-87.6602065,2
41.874316,-87.660069,3
41.8742676667,-87.6600803333,3
41.874213,-87.6603775,2
41.874212,-87.6603075,2
41.874131,-87.660404,1
41.874181,-87.660217,2
41.874205,-87.6600465,2
41.874143,-87.66024,1
41.8741475,-87.6600885,2
41.874062,-87.6615396667,3
41.8740673333,-87.6612223333,3
41.8740725,-87.660996,2
41.874076,-87.6607815,2
41.8740876667,-87.6605316667,3
41.874096,-87.6602163333,3
41.873273,-87.663034,3
41.873296,-87.6622583333,3
41.8729085,-87.662027,2
41.8743595,-87.6597945,2
41.8743606667,-87.6593806667,3
41.874304,-87.659988,2
41.874304,-87.659916,1
41.8742625,-87.659977,2
41.874281,-87.659825,1
41.8743295,-87.6597655,2
41.87431,-87.65965925,4
41.874293,-87.659727,1
41.874289,-87.659623,1
41.874213,-87.659984,1
41.8741845,-87.659854,2
41.8741305,-87.6598455,2
41.8742103333,-87.6597393333,3
41.874209,-87.6597015,2
41.87412,-87.65974,1
41.874327,-87.6594206667,3
41.874268,-87.659552,2
41.8743105,-87.65932725,4
41.874349,-87.659173,1
41.874294,-87.659296,1
41.874271,-87.6591975,2
41.8742045,-87.6595325,2
41.874215,-87.6594066667,3
41.874114,-87.65952,1
41.874137,-87.6594275,2
41.874197,-87.6593475,2
41.8742085,-87.6592385,2
41.874119,-87.6592,1
41.874363,-87.6589295,2
41.8743686667,-87.658564,3
41.8743216667,-87.6590833333,3
41.87431,-87.658982,3
41.874338,-87.6589045,2
41.874337,-87.658832,1
41.874291,-87.658925,1
41.874261,-87.658769,1
41.8742265,-87.659063,2
41.874216,-87.659022,3
41.874128,-87.659068,1
41.874156,-87.659044,1
41.874194,-87.6589285,2
41.874232,-87.658743,2
41.874123,-87.65886,1
41.874137,-87.658738,1
41.8743165,-87.6586678333,6
41.8743436667,-87.6585586667,3
41.874339,-87.658405,1
41.8743236667,-87.6583461667,6
41.874253,-87.658417,1
41.874267,-87.658385,1
41.8742125,-87.65867625,4
41.874195,-87.658536,1
41.874161,-87.658652,1
41.874118,-87.658599,1
41.874222,-87.658451,1
41.8742205,-87.658343,4
41.874135,-87.658464,2
41.8740986667,-87.6598333333,3
41.8740976667,-87.6593553333,3
41.874102,-87.6588,3
41.874372,-87.658102,3
41.8743726667,-87.657704,3
41.8743835,-87.657465,2
41.874344,-87.6582325,2
41.8743256667,-87.6581006667,3
41.87427,-87.65813,1
41.8743286667,-87.6580536667,3
41.874347,-87.6579286667,3
41.874253,-87.6580465,2
41.874208,-87.658137,3
41.8741393333,-87.658267,3
41.874148,-87.658112,1
41.874221,-87.6579265,2
41.874153,-87.6579895,2
41.8741195,-87.6579015,2
41.874334,-87.6578293333,3
41.87433225,-87.6576905,4
41.8742646667,-87.657763,3
41.87433875,-87.65756675,4
41.874355,-87.65745,1
41.8742665,-87.6574685,2
41.874199,-87.6577865,2
41.874221,-87.65767,1
41.874153,-87.657837,1
41.8741525,-87.657724,2
41.874216,-87.657633,1
41.8741895,-87.6575135,2
41.874124,-87.6575865,2
41.8741515,-87.657489,2
41.874381,-87.657313,3
41.874369,-87.6571565,2
41.8743676667,-87.657072,3
41.874408,-87.656938,1
41.874375,-87.656836,4
41.874361,-87.656755,1
41.8743893333,-87.6566003333,3
41.874348,-87.6573825,4
41.8743215,-87.657234,2
41.874274,-87.657423,1
41.874254,-87.65721,1
41.8743495,-87.657153,2
41.874353,-87.6571,1
41.87428,-87.657171,2
41.874209,-87.657349,1
41.8741933333,-87.6572696667,3
41.874159,-87.657425,1
41.8741346667,-87.6572436667,3
41.8742095,-87.6570745,2
41.874159,-87.6571805,2
41.8743323333,-87.6569213333,3
41.874317,-87.656882,1
41.8742715,-87.656919,2
41.874266,-87.6568085,2
41.874352,-87.656743,1
41.8743315,-87.656627,4
41.8742695,-87.6566855,2
41.874251,-87.656601,3
41.8741845,-87.6569515,2
41.874185,-87.6568145,2
41.8741536667,-87.656961,3
41.874137,-87.656882,1
41.8742005,-87.656711,2
41.874199,-87.65664175,4
41.8741414444,-87.6567173333,9
41.874174,-87.656631,1
41.874109,-87.658227,1
41.874005,-87.656778,1
41.87407475,-87.6567255,4
41.8740205,-87.6567285,2
41.874019,-87.656651,1
41.8739495,-87.656728,4
41.87390375,-87.65671,4
41.8738423333,-87.6567303333,3
41.873789,-87.6567415,2
41.87378,-87.6566345,2
41.8737198333,-87.6567145,6
41.873666,-87.656722,3
41.873606,-87.656731,2
41.873545,-87.6567161667,6
41.873565,-87.656646,1
41.873485,-87.65671125,4
41.873417,-87.6566945,2
41.873354,-87.656731,4
41.873369,-87.656643,1
41.8733028571,-87.6567098571,7
41.873254,-87.656725,1
41.87316025,-87.6567235,4
41.873181,-87.656636,1
41.8731118333,-87.6567341667,6
41.8730614,-87.6567136,5
41.872938,-87.656792,1
41.872967,-87.656635,1
41.872932,-87.65674575,4
41.8728727143,-87.6567368571,7
41.87281,-87.6567443333,3
41.8727256667,-87.6567913333,3
41.872743,-87.656761,1
41.872735,-87.656644,1
41.8726875,-87.65674325,4
41.874377,-87.656511,2
41.8743793333,-87.6563013333,3
41.874365,-87.656157,1
41.874381,-87.656036,3
41.8743695,-87.655847,2
41.874372,-87.6557945,2
41.874351,-87.6564715,2
41.8743085,-87.656402,2
41.87426275,-87.65648775,4
41.87425,-87.6563735,2
41.874347,-87.656271,1
41.874339,-87.6561816667,3
41.8742676667,-87.6562466667,3
41.874292,-87.656196,2
41.8742164,-87.6564966,5
41.8742,-87.6563983333,6
41.8741565,-87.6565145,2
41.87421225,-87.65628,4
41.8742108571,-87.6561574286,7
41.874171,-87.656237,1
41.874152,-87.656207,1
41.874297,-87.656116,1
41.874329,-87.6559345,2
41.874239,-87.65605,1
41.87427,-87.655967,5
41.8743276667,-87.65586,3
41.8742376667,-87.6558476667,3
41.8742593333,-87.6557283333,3
41.87422,-87.6560745,4
41.8742108333,-87.6559621667,6
41.874207,-87.6558255,4
41.8742006667,-87.6557606667,3
41.874156,-87.655864,1
41.8743805,-87.655643,2
41.874375,-87.6555075,2
41.8743783333,-87.6553863333,3
41.874378,-87.655189,2
41.8743763333,-87.6550816667,3
